Lang_detect: en,Ext_id: com.seamlessweb.android.view,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date,AppID,AppName,Language,Review Language,Version,VersionCode,OS,Author,Rating,Title,Review,Translated title,Translated review,Reply Date,Developer Reply,User,Device,Device Type,Tags,Categories,Semantic Tags,Semantic Categories,Semantic Sentiment,Notes,Likes,Dislikes,Link,Permalink,AF Link
1/4/2017,com.seamlessweb.android.view,,en,en,,,,Church Media Worship,5,,Use all the time,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOGhcMkdHE8fwSipuiubqKTC_19QIwWBBAeT3VCLx2TD1d_LJbb-bK_KKh-lXHpmluI4X33QKiCEnQyZ-m4,https://appfollow.io/gp/112278/review/55796912?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796912
1/4/2017,com.seamlessweb.android.view,,en,en,,,,Gina Drake,5,,"Not enough variety, but that may just be the area. I love Seamless. It has always worked well for me.",,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOG4OZQyN9-MpdqD-ybq4ZIMdr7LRuaL3eZOHCeMyWbXuQGpvqx6GtBgFQKp39a5vl5vZ6qP8V-E08TrcBk,https://appfollow.io/gp/112278/review/55796913?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796913
1/4/2017,com.seamlessweb.android.view,,en,en,,,,bella j,1,,Dupe! This app is a dupe of the GrubHub app. Exact same app UI and restaurants.,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOHI6C2DYDnMkf2jGlypHaI_N9g6vQK-uaoyRZvl8I5SyR000RHMt-gzw4FgiDM0ceNgoxUNQTUcUNQLTMM,https://appfollow.io/gp/112278/review/55796914?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796914
1/4/2017,com.seamlessweb.android.view,,en,en,,,,Kim Cooper,5,,Easy to use!,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOGdm-Xvq0UpaL7gmVsVVKw2uWx3pCYdRk9L898zb7e0f2hBgXgtZ9OK9YYPqlpTpDbwRVlG_QZ-n83Lg84,https://appfollow.io/gp/112278/review/55796915?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796915
1/4/2017,com.seamlessweb.android.view,,en,en,,,,Joel Azopardi,4,,The app is really easy to use and search for food. I'd like to see a few more search and filtering features in there though.,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOGb0E-OYteJ0u9blT2ZUA_Slc4XMaqJ9wFXK2k1iGc6Ag_BlpQ9JDDENvWqRp30uNxlYvjaXIyI6n3unNU,https://appfollow.io/gp/112278/review/55796916?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796916
2/4/2017,com.seamlessweb.android.view,,en,en,,,,Alejandra Diaz,5,,love ordering food online.,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOGEhSzmx2I2LEgrz0pj8Ct79e9pw5yROdhZ7hbOzuWTjeQpnVeQo830a-2ToKt1WdfWPAU7w8rTozFzJ2g,https://appfollow.io/gp/112278/review/55796917?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796917
2/4/2017,com.seamlessweb.android.view,,en,en,,,,Pat Attio,5,,Great product! They send you coupon codes! Get your favorite food cheaper! Only thing I wish they did was show you restaurants that aren't open that deliver to your area. So you can plan ahead.,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOEe_F1I_GVm6HGwlZdcqCyjdBSRzuw8281st4wq9xL4apbavo75XVkA4V_9C-VOALKI6xOquqaotF_2jUo,https://appfollow.io/gp/112278/review/55796918?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796918
2/4/2017,com.seamlessweb.android.view,,en,en,,,,Teresa Bates,5,,"This is a awesome sauce app, a must try",,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOENXMAE2PqkPvZ4gHLiq0EEeYIVTCXtNjHR54qHHdr9-NT9ehypIh-x7bOrruUiYpZIO1mvpqNkUNI8CUk,https://appfollow.io/gp/112278/review/55796919?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796919
2/4/2017,com.seamlessweb.android.view,,en,en,,,,Porsha Petit,5,,Lots of options. Even late night!,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOEDuqbghpOiVM1k0YX9FJDoxcPcKr33W3d-7NGkNheIWbvcR-O4kfLwSteTmKwsbj_uADr0HIp-uHGIfy8,https://appfollow.io/gp/112278/review/55796920?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796920
2/4/2017,com.seamlessweb.android.view,,en,en,,,,Tracy Rutledge,5,,Very good for finding local restaurants and getting delivery that is hassle free,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOHnMuIFBoQgrAFw8ikF4pYUVp4YOJ_M2ULT90bdvY94cD3Q9NDJurwXsFq5gyq3CQGbl9PmDXn2jmKEGnY,https://appfollow.io/gp/112278/review/55796921?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796921
2/4/2017,com.seamlessweb.android.view,,en,en,,,,Nicholas Theocharopoulos,5,,"So convenient, at home or when travelling.",,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOFaPJLdHTKp0X6iYuKGXOiHL6l2OPyJ2udtRx_rdMnA8JdXSPcTe-7SDx6sS5kiZUNUic1syMpUSIpH_kU,https://appfollow.io/gp/112278/review/55796922?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796922
2/4/2017,com.seamlessweb.android.view,,en,en,,,,Javier Espinosa,5,,"Works great, really easy to use.",,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOHLMiX2p8bSJWQifm-t57BUrQ-7Z-BK7Xwiwug9sGJqRbKJKnsafU2j7V_08bNTkTkJS6YP8_P4jSTJ0m4,https://appfollow.io/gp/112278/review/55796923?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796923
2/4/2017,com.seamlessweb.android.view,,en,en,,,,Marissa Brookes,5,,Food in no time flat. Seamless,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOHgy2n9XTuOzkKOIZixPz3lQJAgirnKqcUkWQcoAqS3GF73RHhXoMqSNiagOfwgpLOTtaNi7rSnUh7fPyA,https://appfollow.io/gp/112278/review/55796924?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796924
2/4/2017,com.seamlessweb.android.view,,en,en,,,,Phil Elauria,5,,Perfect for hangover days,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOG6eILX0YuZM4HOjANPDf_iQjgeANI7EIn46MLlfnmx5iykg40-5J351y4rFpLMeulTCPZOT1u793CKUMk,https://appfollow.io/gp/112278/review/55796925?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796925
2/4/2017,com.seamlessweb.android.view,,en,en,,,,Gerson Mejia,4,,Easy to use.!,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOENIZNo0zEdbgNQz5MkQ6B6T9OJR1RY41QrRtW78wkfUrGrbLOxBsJv-XlDL7M2RwmP0KBNuE2fOXuJAYc,https://appfollow.io/gp/112278/review/55796926?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796926
3/4/2017,com.seamlessweb.android.view,,en,en,,,,Shaniqua Coston,5,,"I cannot survive without Seamless!!! I have been using it for a cpl of yrs now, I use it everywhere I go!",,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOE1uhZzlQQH9cbWonFY0Am18jND-uDM_haXhLnJfCzgtF0RAXeADw_LjELszyEvamFqDzXwpS4_KUCifK8,https://appfollow.io/gp/112278/review/55796927?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796927
3/4/2017,com.seamlessweb.android.view,,en,en,,,,Xander Kasongo,5,,"Intuitive interface, very easy to use. It connects me the products and services I want.I guess the best apps are the ones you don't even notice.",,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOEynddLx6LoEZS-xRelghrJK9MW98aZCPKckYiHThLOuQBWUpyazbovflDKvQuvH21PoS0i5hRFRPV31tI,https://appfollow.io/gp/112278/review/55796928?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796928
3/4/2017,com.seamlessweb.android.view,,en,en,,,,June Frances Coleman,5,,Love this app!,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOEU4GTRkJrEikeON2tdYBvoaGJ1RgA8hO7sw7ikrEuf55SV-erXwYQ7RjQIQxGhm96BMsr0F0d3rpc5HPg,https://appfollow.io/gp/112278/review/55796930?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796930
3/4/2017,com.seamlessweb.android.view,,en,en,,,,Ivan Crespo,5,,"Fast, convenient, what more could you ask for. Great customer service. Have an issue with a restaurant and they won't fix it, email seamless they will do right by you.",,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOHclKnee1Ux34FiRxYYhxeyEmiAdJt-2cPnh2EmzqOY2pXD2y5yrkYz3--qQ_KM6rHOHT_wcHdbAWl7Zyw,https://appfollow.io/gp/112278/review/55796931?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796931
4/4/2017,com.seamlessweb.android.view,,en,en,,,,Melissa Southwell Archie,4,,"Only thing missing is the ability to save multiple CCs & search for a specific food ie. Rotisserie chicken. Dependable app. Oh, and edit the name on the saved delivery address at time of order...",,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOGUYqOaMMzinUAQyaLMOzgDi_uIIsAe1FaxXLZ9Eqo_z8KYrNrg-LA5jTEy6U1WskGcU18W0eHygtDzDaA,https://appfollow.io/gp/112278/review/55796932?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796932
4/4/2017,com.seamlessweb.android.view,,en,en,,,,Liz Leigh,5,,I would marry seamless if i could. It is my waifu.,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOEBgNey9fKO8eL8VeBIoTS4dSDsgRb4yhtSbGWmpAPOKWJYLohYHNZCyFwWS2IzGsuw3MbEwRDUOIeBbNM,https://appfollow.io/gp/112278/review/55796933?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796933
4/4/2017,com.seamlessweb.android.view,,en,en,,,,Joshua Kaye,5,,Gets the job done.,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOFOXQTP0ZVMkrac6RIMkzdi7JwhLn2sgljoerdAaQq6O8MV6wkdgyoWtzgT-hVpjFtGXeCIp2jfVE2FIxs,https://appfollow.io/gp/112278/review/55796934?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796934
4/4/2017,com.seamlessweb.android.view,,en,en,,,,Alessandro Echevarria,5,,"This app is great for avoiding the outside world, all the while not succumbing to malnutrition.",,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOGL6hcDtK1kQdd9TwTWUmj3tTLzp5giTfHY1l67F_y_z_BRUWV0y0SeHwCNR4mkHDvP1XTrQTp2VU7Khws,https://appfollow.io/gp/112278/review/55796935?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796935
4/4/2017,com.seamlessweb.android.view,,en,en,,,,Kevin Boyer,1,,"Like seamless. The app? Not so much. UX is not intuitive though - edit 4/17 - better. Up to 2 stars. Customer service seems to have settled into ""sullen."" You should hope you don't need to call. They will help but will be unhappy about the job.",,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOF0X3mBLelS95_8qG2fRVYzDzsTSnH_az4YNnlCPcI0TpZojjLhip23xdQvN15TBCSBJqh6dCJbTTXfK3g,https://appfollow.io/gp/112278/review/55796936?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796936
5/4/2017,com.seamlessweb.android.view,,en,en,,,,,4,,The most accurate app so far for who actually delivers to our area.  They also are good about knowing when places open and close.,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOE-xhNVtgSb4nAGPpAEPvrTbrDSjuC0AsrURc4P37Zl3lyBXYUMR4dKTIMFUQZyGh-GjYbagNBizNeLbe8,https://appfollow.io/gp/112278/review/55796859?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796859
5/4/2017,com.seamlessweb.android.view,,en,en,,,,Noelle Lee,5,,Awesomee,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOGKTxEuj8Nr2fsZtqnEsRIvkDtBwltinApsYqSTVPSaiMioVlHRP4m0ZUFn67xu9m9JcjWGDXDyKvFon4c,https://appfollow.io/gp/112278/review/55796937?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796937
5/4/2017,com.seamlessweb.android.view,,en,en,,,,Melissa Collado,5,,Love this app always accurate,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOHszmHHuMYeozK5s4wria4lEHxBaZ8IymddRHl2i8OQM5kBkZqT-NdlgEgxnxfU6CAuv13Zh7K9pQ7ZUH0,https://appfollow.io/gp/112278/review/55796938?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796938
6/4/2017,com.seamlessweb.android.view,,en,en,,,,Teresa F,4,,"Very Handy  Easy to use, great choices and convenient.",,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOHF0hLQ3Rnlmm-BKFQiPZd_hMHvYwmWUYKM2MQHjGJ3viP30ZtMlSPY5Jg1j7VAM1bnRt0K5DO7fNUBELE,https://appfollow.io/gp/112278/review/55796860?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796860
6/4/2017,com.seamlessweb.android.view,,en,en,,,,dhana Persaud,5,,Love this app they really take care of customers even when the restaurant doesn't !!,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOED3qDPKqjW7daQtLWjvJPxrr2oWTp6HLq_nfWT7MLiCGazO4Osk-7oDRMP-GJcvHId5CvnbEMgFj9snm8,https://appfollow.io/gp/112278/review/55796861?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796861
6/4/2017,com.seamlessweb.android.view,,en,en,,,,Jacob Sefcak,5,,Seamless makes it almost too easy to stay at home.,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOHPh3w1nB8UXeuCkDH46XvsExN_0YyBl_ecarG1z1lKYeu2Y8qnyQjlhgQNMUPbdTYpj9zyB6Z4PIFmdTk,https://appfollow.io/gp/112278/review/55796862?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796862
6/4/2017,com.seamlessweb.android.view,,en,en,,,,Joel Eckhart,5,,Great app. The best way to find new take out places in NYC.,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOGnGp-_4DixXx7ud4LhSyPv7mhNMha5Qsui4LM39SyKcnDoPDHcoy1YqTAFQEYyqDl53FSH9aEsaq8dRsc,https://appfollow.io/gp/112278/review/55796864?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796864
6/4/2017,com.seamlessweb.android.view,,en,en,,,,Thomas Rodriguez,5,,First timer and I loved it! I prefer to call bit this was quick amd easy.,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOHI95Bd1l8PJ4X3CtzYvoyTNgsoLkhNre5u5HZTFY5Z0s2awWGojAdcdMH2_dR5ZlanPfR8zM-rGnpUhBs,https://appfollow.io/gp/112278/review/55796865?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796865
6/4/2017,com.seamlessweb.android.view,,en,en,,,,manny garcia,5,,Great take out app,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOGSEXTfLI-MUSx9mPktpsX3uGd8ysKrmhx4OIs7A7Y7_RoDCL9XFFwIob2yzt4-_KRtueiSTmXBsa5W1o8,https://appfollow.io/gp/112278/review/55796866?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796866
7/4/2017,com.seamlessweb.android.view,,en,en,,,,Shivee,5,,Makes lunchtime working in Kips Bay easier,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOFGDbcoyIBc95F3hxM9ChICKHVSjrzPBL5zB-oMNwkUwcHsgVjmakfo2aS8QT7grYatCLJYRBt-uFwgFMQ,https://appfollow.io/gp/112278/review/55796867?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796867
7/4/2017,com.seamlessweb.android.view,,en,en,,,,David Sanchez,5,,I'm hungry. It feeds me. Boom.,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOF80Utgub_c0iQ9XkD1Z1u3_A-cT90bKtky7plA8GwBJo_F0VxvDqcIrXf9RTzrZ2lP1Yv3ps27IF5Af5s,https://appfollow.io/gp/112278/review/55796868?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796868
7/4/2017,com.seamlessweb.android.view,,en,en,,,,Madi Hayer,5,,I found seamless to be very helpful.  I was able to find a really good restaurant &  my food came with in a timely fashion and my food was actually very good.,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOHMLWCjAlMr98x8sbDu9RsH4GRrc1hFV3Qp83FGyLZPJWdJVzjM1Sz3Cnk85ZxlWRtlGPpZvAdGHatYRGU,https://appfollow.io/gp/112278/review/55796869?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796869
7/4/2017,com.seamlessweb.android.view,,en,en,,,,Keith Gooberman,5,,Great,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOEahF7ixd0oQOi3iNW7eup27Xd9JkVJ9h-1mdmhSze_p8QFYwlwEJLnhjmPN3_73zHuCMOn76iq9GEHwoY,https://appfollow.io/gp/112278/review/55796870?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796870
7/4/2017,com.seamlessweb.android.view,,en,en,,,,Carll Tracey,5,,Good app!,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOFudNunja3bBWGu17vMGtWZV_UZjIn-JSNahqixj-9MDyf4AnPPUDnq4ZILXBh2zq2LMZmOhnMe4kWVotk,https://appfollow.io/gp/112278/review/55796871?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796871
7/4/2017,com.seamlessweb.android.view,,en,en,,,,kaiel hunter,4,,Its a good way to find food in a strange area,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOFjOQIw38nxg2KB7bJStrNnAz90Twuhd56s-zB52QcmmrgxC-9-x-_qNA2aRBxBNDKVqSl-eztkfm3C3Ys,https://appfollow.io/gp/112278/review/55796872?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796872
8/4/2017,com.seamlessweb.android.view,,en,en,,,,P M,3,,"Good app and delivery service. However, tracking your order always comes up empty, even with a long history of orders. Customer service did nothing about it.",,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOHOttE6FotwtwCNTKAWGV2l54w6BrCkpzlfb2WXN9I2vZRybAuifwVk9-F3J2G0U52IIqy6Fpe3p14uwhM,https://appfollow.io/gp/112278/review/55796873?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796873
8/4/2017,com.seamlessweb.android.view,,en,en,,,,Roberto Morales,5,,I use seamless every night for dinner. The resteraunt add up even more. Just wish I could get more coupons and those that can work with cash,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOFh172d_Lef7LrrOkBnf7fm5gNYQRm_AyZHVEYfivVuEt9r8ZepdKcny_p9c3zZszdQpzSYZku9mgqzW8M,https://appfollow.io/gp/112278/review/55796874?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796874
9/4/2017,com.seamlessweb.android.view,,en,en,,,,Nishanthi Jegannathan,5,,I would take a bullet for this app,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOEmTbSCuj9A7rMd4Hh3__nTDKjMiZoqqidSr6_N66s_pFI5BQX0MnvtLzWb1bpTUY0bEjwFNmUHMrwJI_A,https://appfollow.io/gp/112278/review/55796875?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796875
9/4/2017,com.seamlessweb.android.view,,en,en,,,,ChindogusMake,4,,"In my experience, it's almost perfect... They have good customer service, the food is almost here on time (depending of the restaurant), and they have good variety.  The only problems I see is that there should be a way to block certain restaurants, since the list is so big it's hard to remember the bad places where you have ordered in the past. Also, in favourites, should be depending on your location, not just show all your favorite places anywhere.",,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOHz7Qwo5YQlIna-mxYG4oogupy7ZI9VE1csYJ9Q3sjqVYxJjh5T5SEc3g9HHKDHPASE60RdqczvVRxz4_c,https://appfollow.io/gp/112278/review/55796876?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796876
9/4/2017,com.seamlessweb.android.view,,en,en,,,,Samuel F,5,,Everything works great but I do wish it was a little more interactive for support. Like an option if food doesn't show up or they didn't remember certain things...ect,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOGhkuwayZZ9oydputpeWFj1J3eeIPioTl46fln8qeS5YcD1lF5euRzXHcfHU6jziR2gcKRkiAc9xYqb6R4,https://appfollow.io/gp/112278/review/55796877?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796877
9/4/2017,com.seamlessweb.android.view,,en,en,,,,Chantal Hernandez,5,,It's great,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOH4KmfvSf65peIAdAU7dufgvbVcGH5qYnABwoz2VV29_lXXEf3CduS2CMrxPLn0TbX_BSdbFrn7JfJejcc,https://appfollow.io/gp/112278/review/55796878?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796878
10/4/2017,com.seamlessweb.android.view,,en,en,,,,Jennie Murawski,5,,"Love this app, super easy to use and notifications on prep and delivery are fantastic!",,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOEItmHuXYjbMKqQ8Iw2LRa_CcLvUT7waoGnEQOnbL-PcS2of_WSfKpyDUToTK-CT5tYhmyTccKVq6Hb86E,https://appfollow.io/gp/112278/review/55796879?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796879
10/4/2017,com.seamlessweb.android.view,,en,en,,,,Alex Smith,5,,Great help and new experiences,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOGOkvmWIAFdVhwE04Z53wYTs4sypnCGA3QeRFG3tLhtd7GVlmJqJRPGJy1LEA0_Ko_Tok0FJctByreNUlY,https://appfollow.io/gp/112278/review/55796880?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796880
10/4/2017,com.seamlessweb.android.view,,en,en,,,,Ninos Koussa,3,,This app can really use a facelift,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOFXKvlurl0V0s9Tq9EBYGF43wFgMP4iDvnc01JxTLJdvLrzSfpOi8MLl9Wxm99X6CRGtvmH0NQ8g0RSV-A,https://appfollow.io/gp/112278/review/55796881?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796881
10/4/2017,com.seamlessweb.android.view,,en,en,,,,Akshay Raje,5,,Well designed app = quick and easy food orders,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOFFhinn6WQDQbmtMiNIy8E7OqtlbiVKft7CBTxJc4thV-O17mkdT804IPN-WzhjiJiY1lJOY85a_6qHkRM,https://appfollow.io/gp/112278/review/55796882?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796882
10/4/2017,com.seamlessweb.android.view,,en,en,,,,Fazon Gray,5,,Amazing app! Thank you Seamless!,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOEB3REwRaAUWXuOLKDDwcsH0z7lhGkSGUiHvwGXBTXpBz1Bz6TExCscXzh3YT_Q-QwRbvVIAusecJp-0Q4,https://appfollow.io/gp/112278/review/55796883?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796883
11/4/2017,com.seamlessweb.android.view,,en,en,,,,Larry Velez,5,,Saves me so much time..,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOFbVPF6qEwHNanm30RbCNl7fIs0QfsJCkVN18K01iozltaLNmTTDBQduKb9SPacTZN9b8eLp1YeumA2t6M,https://appfollow.io/gp/112278/review/55796884?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796884
11/4/2017,com.seamlessweb.android.view,,en,en,,,,Freddie Manfat,5,,Good job,,,,,,,,,,,,,,,,https://play.google.com/console/u/0/developer//app//user-feedback/review-details?reviewId=gp:AOqpTOH852gtFMGEw0uZZiPvYWz1mx8IMUXgA-tP0HETFGmhjO0JCS4N3CgpZ7eOasLfZh4e479WwVJhN8JB8j0,https://appfollow.io/gp/112278/review/55796885?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485158?review_id=55796885
