Ext_id: 381840917,Lang_detect: en,,,,,,,,,,,,,,,,,,,,,,,,
Date,AppID,AppName,Country,Review Language,Version,Author,Rating,Title,Review,Translated title,Translated review,Reply Date,Developer Reply,User,Tags,Categories,Semantic Tags,Semantic Categories,Semantic Sentiment,Notes,Likes,Dislikes,Link,Permalink,AF Link
11/1/2018,381840917,,us,en,4.37,Kyle Tweil,5,Stupid reviews,I see people put rating on their complaint and concern where they have to put rate on app function what a stupid ppl behavior. I really don’t understand people worrying about thieves and giving 2 stars here?? Here????? App is working fine perfect period,,,21/3/2018 03:26,Hi Kyle Tweil! Thank you for your feedback!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2078458704,https://appfollow.io/app/50238/review/98348277?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348277
11/1/2018,381840917,,us,en,4.37,Mayledoux,5,Easy to use,"Seamless is use to use, it has a ton of restaurants options and it let you know what time you will receive your meal. I love it.",,,21/3/2018 03:33,Hi Mayledoux! Thank you for your feedback!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2079387233,https://appfollow.io/app/50238/review/98348278?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348278
11/1/2018,381840917,,us,en,4.37,Chricci794,4,I love it!,"Gotta love and appreciate that's fast easy and convenient to use when you are hungry and got a million things to do use!
Keep up the good work.",,,21/3/2018 03:40,Hello Chricci794! Thank you for your feedback.,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2079706514,https://appfollow.io/app/50238/review/98348279?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348279
12/1/2018,381840917,,us,en,4.37,iristheslyfox,5,Great efficient app,After they fixed some bugs a few months back the app works great and the they offer amazing customer service!,,,21/3/2018 03:45,Hi iristheslyfox! Thank you for your feedback!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2080101045,https://appfollow.io/app/50238/review/98348280?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348280
12/1/2018,381840917,,us,en,4.38,I love a good rest,5,Ordering food on website,I love food.,,,,,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2082340249,https://appfollow.io/app/50238/review/98348281?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348281
12/1/2018,381840917,,us,en,4.38,Gina Lauren,5,Amazing app!,Absolutely love this app! So happy to have heard about this from a friend.  I think it’s so much better than uber eats and I have yet to have an issue with Seamless !,,,21/3/2018 04:23,Hi Gina Lauren! Thank you for your feedback!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2082701498,https://appfollow.io/app/50238/review/98348282?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348282
13/1/2018,381840917,,us,en,4.38,tinytunes,1,Lack of options,Only B & C restaurants sign up for the service. Poor options and unreliable delivery.,,,21/3/2018 04:28,Hello tinytunes! Thank you for your feedback.,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2083492408,https://appfollow.io/app/50238/review/98348283?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348283
13/1/2018,381840917,,us,en,4.38,???????????????? seamless,1,Ughhh,"Not helpful. Let's people cancel ordered on you. Offered credits for inconvenience, and doesn't apply it to your account. Don't order Golden Krust in Brooklyn, NY through this app. Awful service.",,,21/3/2018 22:18,Hi 👎🏽👎🏽! Thank you for your feedback.,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2086138659,https://appfollow.io/app/50238/review/98348284?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348284
13/1/2018,381840917,,us,en,4.38,Great Oden's Raven,1,Apply button woes,The cuisine filter menu’s apply button doesn’t work on iPad so you can’t easily find restaurants.,,,,,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2086412218,https://appfollow.io/app/50238/review/98348285?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348285
14/1/2018,381840917,,us,en,4.38,JayP505,4,Great service,"It’s reliable and leaves the thinking and logistics to someone else. Sometimes communications are not so great between vendors and delivery drivers, but that’s to be expected. Either way they deliver at 95%+ accuracy. Only the occasional aberration. I will continue to use the service regardless.",,,21/3/2018 04:37,Hi JayP505! Thank you for your feedback.,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2086691102,https://appfollow.io/app/50238/review/98348286?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348286
14/1/2018,381840917,,us,en,4.38,postmates ceo,1,Garbage Quality,"Seamless app has gone completely down hill. The app constantly freezes, I am not sure how they even can be proud of themselves releasing this to the public. 

The company has done zero to improve stability and performance of their app, and they have not added new features or innovated in anything.

Their customer support is rude and will barely respond to support issues when things go wrong. I am seriously surprised they have not gone out of business yet. Ill continue to use door dash, caviar, and post mates instead of seamless.",,,7/4/2018 21:05,"Hello postmates ceo! We're sorry to hear about your experience with using the app and our services. We can assure you that we are working hard to improve the app's performance and our customer care interactions. On any future related order issues, please reach out to our Customer Care at 877-585-1085 or chat with us online. We appreciate your feedback!",,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2088386453,https://appfollow.io/app/50238/review/98348287?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348287
14/1/2018,381840917,,us,en,4.38,Marcopilas,5,Solid,"Grand daddy of food delivery services. Seamless is my go-to. Only minor gripe is when I sometimes filter for a cruising, like “Sushi” and it gives me restaurants that have only a few sushi (or whatever) items on their menu.",,,25/3/2018 21:30,Hi Marcopilas! Thank you for the positive feedback!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2089476397,https://appfollow.io/app/50238/review/98348288?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348288
14/1/2018,381840917,,us,en,4.38,Prett187,3,Why do I need to keep entering my home address?,"I have to re-enter my home address almost every time I use Seamless. Delivery times are not always reflective of restaurants possible delivery time. It’s just automated wait time once the order was sent. The restaurants receiving the orders should be sending the confirmation of received, not the app itself.",,,3/4/2018 21:07,"Hi Prett187, We are so sorry about that. You can save your address in your account through address and phone. If you need further assistance with this issue you can contact Customer Care 877-585-1085.",,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2089677107,https://appfollow.io/app/50238/review/98348289?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348289
16/1/2018,381840917,,us,en,4.38,Peanut:)3456,1,Bad,"30 minutes to late, tracking wasn’t enabled by company, would’ve canceled if I had known the service was this bad, only ordered bc it was a little cheaper than sold dash ????????????????",,,3/4/2018 21:21,"Hi Peanut:)3456, Oh No! We are so sorry for this huge inconvenience. You can always call Customer Care at 800-256-1020 for further support.",,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2092968266,https://appfollow.io/app/50238/review/98348290?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348290
17/1/2018,381840917,,us,en,4.38,Cristian19,5,Simple and easy to use,Easy to use with many local restaurants listed. You can save your favorite order for quick reorders.,,,8/4/2018 00:38,Hi Cristian19! We're happy to hear that you have enjoyed using the app and the restaurant selection in your area. Thank you for your feedback!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2096288528,https://appfollow.io/app/50238/review/98348242?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348242
17/1/2018,381840917,,us,en,4.38,Fridmanator,4,Great app to stay home.,"It’s my go to for food delivery, the only thing keeping me from giving a 5 stars, is sometimes only after you decide what to order and put your food in the cart, all of a sudden the restaurant is closed. 
Also a filter for vegan/vegetarian/gf/allergies etc’
Would be a good improvement.",,,21/3/2018 22:28,Hi  Fridmanator! Thank you for your feedback!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2096676402,https://appfollow.io/app/50238/review/98348243?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348243
17/1/2018,381840917,,us,en,4.38,Labiosazules,5,Great,Easy to use!,,,8/4/2018 00:40,Hello Labiosazules! We love that we could make online ordering easy! We appreciate your feedback!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2099278045,https://appfollow.io/app/50238/review/98348244?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348244
17/1/2018,381840917,,us,en,4.38,krolex11111111,2,Paypal payment issue,"When ordering through the web site, payment goes through, but order doesn't. Because of that money is on hold for 30 days. 
In the app also issues with paypal payments, card is being charged, but the order is not received on your side...apple pay is not working sometimes",,,3/5/2019 23:13,Hi krolex111111111. We're terribly sorry to hear you had a less than perfect experience!! We would love to assist you further please contact our customer care at 877-585-1085. Thank you for your feedback!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2099352071,https://appfollow.io/app/50238/review/98348245?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348245
17/1/2018,381840917,,us,en,4.38,SoManyBags,3,Well done.,"Generally solid. Needs to include No Delivery Fee to filters as in the web site. In fact, try to maintain feature parity. It should be embarrassing to your mobile developers if your full-stack guys are doing better than they are.",,,3/4/2018 21:22,"Hi SoManyBags,  Thank you for the feedback. We will take you suggest under consideration. Have a wonderful day.",,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2096265072,https://appfollow.io/app/50238/review/98348291?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348291
18/1/2018,381840917,,us,en,4.38,Catz1120,5,So much better than a basket of menus!,"I use to love my basket of take out menus but now with Seamless I no longer need one! So easy to find what I am in the mood for, in my price range, all in one handy app.  No need to worry if I have enough for tip, digging through my pockets for change or shaking out the piggy bank, LOL... can just add it to my payment and bam! Great app and easy to use I recommend it.",,,8/4/2018 00:44,Hey Catz1120! We're thrilled to hear about your positive experience using our app! We strive to make ordering food as simple as possible (we got tired of shaking our piggy banks too). Thank you for your feedback and continued loyalty!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2102361743,https://appfollow.io/app/50238/review/98348246?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348246
20/1/2018,381840917,,us,en,4.38,FeldmanNYC,1,"Stop asking me to rate you, Seamless",It’s a very annoying way to end every single order.,,,,,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2106508421,https://appfollow.io/app/50238/review/98348247?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348247
20/1/2018,381840917,,us,en,4.38,Bearlakeboarder,1,Garbage... can’t place an order because it crashes so much,"Dear Seamless dev team, Stop implementing new features and make your app stable. Takes about 45 minutes to place an order because the app locks up and freezes so much. Running on iPhone 7+ and iPhone 8+ with two separate accounts, it still does the same. And when it crashes, my cart is emptied and I have to rebuild my order again from scratch. I used to love Seamless, but now see them as the exploding Pinto of ordering services amongst Doordash, Uber Eats, and others. Please fix this ASAP.",,,24/1/2019 18:22,"Hello Bearlakeboarder, We appreciate your feedback, it is vital to continuously work on our app. Please try to download the latest version of our app as we developed and fixed know bugs. Have a good one!",,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2108951814,https://appfollow.io/app/50238/review/98348248?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348248
20/1/2018,381840917,,us,en,4.38,theMikeSwan,3,Not everyone wants delivery all the time!,I’ve had this app for years and until recently when I switched to pickup it _stayed_ in pickup unless I changed it. These days it always switches to delivery. If I wanted delivery I would switch it myself! Stop assuming everyone is too lazy to walk down the street to pick food up!,,,7/4/2018 22:51,"Hello, MikeSwan!  We will pass your response  along to upper management. Thank you so much for your feedback.",,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2109246682,https://appfollow.io/app/50238/review/98348249?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348249
20/1/2018,381840917,,us,en,4.38,ADudeOnline,4,Flawlessly,"This app nearly flawless.

The only problem is that there aren’t descriptions of the food so I don’t always know what I’m ordering.

Seamless should take some time to get the restaurants to update their product description and photos if possible.",,,8/4/2018 00:48,"Hi ADudeOnline! We completely understand where you are coming from on the menu item descriptions. The restaurant chooses how the menu is set up online, and we do work with them to provide more information on their menus. If you ever have any questions on an item, please reach out to the restaurant directly or contact our Customer Care at 877-585-1085. Thank you for your feedback!",,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2109255136,https://appfollow.io/app/50238/review/98348250?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348250
20/1/2018,381840917,,us,en,4.38,Kz212,5,Super convenient,"Easy interface and, for the most, truly “seamless”  execution.",,,8/4/2018 00:50,Hello Kz212! We're delighted that you have had a great experience using our app! We truly strive to make sure all of your orders go Seamlessly. We appreciate your feeback and continued business!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2109480103,https://appfollow.io/app/50238/review/98348251?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348251
21/1/2018,381840917,,us,en,4.38,chrisd3lacruz,5,AMAZING,"This app is so great and so seamless (pun intended), I might go broke by the end of the month.",,,8/4/2018 00:53,Hey chrisd3lacruz! We're happy to hear that you have enjoyed using the app and our services! Thank you for your feedback and continued loyalty!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2110098463,https://appfollow.io/app/50238/review/98348252?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348252
21/1/2018,381840917,,us,en,4.38,Jackyyy29,1,Don’t bother,"Horrible customer service. I was missing items from my order and when I called and asked for help, they hung up on me. There are better apps to get food from, do not use this one.",,,8/4/2018 00:57,"Hi Jackyyy29! We apologize that your order had been missing items and that you did not receive help on your order. This is not the accuracy or service we want to provide you! We would love the opportunity to make this right, if you could please contact our Customer Care at 877-585-1085 or chat with us online. Thank you for your feedback!",,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2110253466,https://appfollow.io/app/50238/review/98348253?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348253
21/1/2018,381840917,,us,en,4.38,Ryancreate$,3,Amazing app but promos have a flaw,"App is great but i have had people use my
Promo link and i have yet to see any credit being given to my account for having thise people use my Promo code or link",,,8/4/2018 01:01,Hello Ryancreate$! We're sorry to hear about the troubles you are having with using the referral codes. We would be happy to look into this further to find out why you have not received anything. Please reach out to our Customer Care at 877-585-1085. We appreciate your feedback!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2111846887,https://appfollow.io/app/50238/review/98348254?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348254
21/1/2018,381840917,,us,en,4.38,Midnightlady927,2,Options,When I order a (make your own salad) they need to let me make my own options! If I don't want dressing then add that option! If I don't want to add meat then make that option! They need to review their options better,,,,,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2112618040,https://appfollow.io/app/50238/review/98348255?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348255
21/1/2018,381840917,,us,en,4.38,RocketB175,5,Yes yes yes,"Use it every day, works great... no complaints.????????",,,8/4/2018 01:08,Hi RocketB175! We are so happy to have made ordering online daily a Seamless process! Thank you for your feedback and continued loyalty!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2112819250,https://appfollow.io/app/50238/review/98348256?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348256
22/1/2018,381840917,,us,en,4.38,Amp1974,4,It’s seamless...,"Great app, easy to use.  One thing - wish you could order from multiple restaurants at same time.",,,8/4/2018 01:11,"Hello Amp1974! We are delighted that you have had a positive experience using our app! You can always place multiple orders from different restaurants. Nevertheless, we will definitely look into this for the future as an option to order from multiple restaurants in one order. We appreciate your feedback!",,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2116384640,https://appfollow.io/app/50238/review/98348257?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348257
23/1/2018,381840917,,us,en,4.38,Troll plonk,5,Best app ever,U can buy gift cards and order good meals this is a really good app!!?!!,,,8/4/2018 01:15,"Hey, Troll plonk! We're thrilled that you have had a positive experience using our services for both orders and gift card purchases. Thank you for your feedback!",,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2116467244,https://appfollow.io/app/50238/review/98348258?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348258
24/1/2018,381840917,,us,en,4.38,Acdoubleg,4,Go to App for takeout,"Convenient when you are someplace where you are not familiar with your surroundings. I recommend it, it is my go to app when I am traveling for work or pleasure.",,,8/4/2018 01:21,Hi Acdoubleg! We're glad to hear that we have been able to aid in your food adventures! We are always here to make your food visions come true from any location. We appreciate your feedback and continued business!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2122303032,https://appfollow.io/app/50238/review/98348260?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348260
24/1/2018,381840917,,us,en,4.38,Joey Holland,3,Good...when it works,Who doesn’t love ordering food? Problem is that it doesn’t always work...,,,8/4/2018 01:23,Hey Joey Holland! We're sorry to hear that there have been some difficulties with placing your orders. We'd love to hear more about this and get this fixed for you right away! If you could please reach out to our Customer Care at 877-585-1085. Thank you for your feedback and we look forward to hearing from you!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2122607815,https://appfollow.io/app/50238/review/98348261?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348261
25/1/2018,381840917,,us,en,4.38,NappySnatch,4,Life Saver,Totally reliable!!! A little slow but what a life-saver!!  The app is gorgeous.,,,8/4/2018 01:27,Hello NappySnatch! We're delighted to hear that we have been able to rescue the day and that you have had a positive experience using our services! We appreciate your feedback and continued business.,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2125454060,https://appfollow.io/app/50238/review/98348262?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348262
26/1/2018,381840917,,us,en,4.38,Krutchh,1,I use it every day,Please stop asking me to review your app.,,,8/4/2018 01:34,Hi Krutchh! We apologize for the multiple requests to rate the app. We are always looking for ways to improve your order experience and appreciate the feedback! Have a great day!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2127083064,https://appfollow.io/app/50238/review/98348263?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348263
27/1/2018,381840917,,us,en,4.38,Dragonslayer69xxyxxx,5,BEST FOOD DELIVERY APP EVER,AMAZING,,,8/4/2018 01:49,Hi Dragonslayer69xxyxxx! We love to hear that you have had a wonderful experience using our app! Thank you for your feedback!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2134257624,https://appfollow.io/app/50238/review/98348217?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348217
27/1/2018,381840917,,us,en,4.38,Clazsis,1,iPad Pro 10.5” cannot filter cuisines,The app has lost its functionality to filter cuisines on the ipad pro 10.5”. Please fix.,,,24/1/2019 18:14,"Hi Clazsis, Thank you for your feedback. Everyday we work hard to improve our services as we want to deliver delicious options to our customers. Please try to download the latest version of the app. Have a great day!",,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2130575421,https://appfollow.io/app/50238/review/98348264?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348264
27/1/2018,381840917,,us,en,4.38,Remoaner Brit,4,It works,Works just fine and they refund you when s*** goes wrong.,,,,,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2130830368,https://appfollow.io/app/50238/review/98348265?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348265
27/1/2018,381840917,,us,en,4.38,NotAHappySnaper,5,Omgggg love this app,This app is amazing! So fast! Perfect! Very satisfied!,,,8/4/2018 01:47,Hello NotAHappySnaper! We are happy to hear that you love using our app! We appreciate your business and continued loyalty!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2133215011,https://appfollow.io/app/50238/review/98348266?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348266
28/1/2018,381840917,,us,en,4.38,Julgool,4,Great app but where are the coupons?,It’s rare to get one!,,,8/4/2018 01:58,"Hello Julgool! We definitely hear you about the coupons! Please make sure that you have signed up to receive the discount codes. If you need any help with this, please reach out to our Customer Care at 877-585-1085. Also, you can follow us on Facebook and Twitter for more discount code magic! Thank you for your feedback!",,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2138067206,https://appfollow.io/app/50238/review/98348219?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348219
29/1/2018,381840917,,us,en,4.38,Dbarroness,3,Doesn’t work well on iPad,"It doesn’t let me choose a food category! It’s highly annoying. It’s there, but the “apply” button doesn’t work so I can’t look by cuisine. I’ve already told them, but it hasn’t improved.",,,24/1/2019 18:11,"Hello Dbarroness, We appreciate your feedback and sincerely apologize for the inconvenience. We are continuously improving our services and everyday working on updates to fix known bug issues with our mobile app. Try downloading the latest version and see if the issues were fix. Thank you!",,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2138168683,https://appfollow.io/app/50238/review/98348220?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348220
29/1/2018,381840917,,us,en,4.38,jeannemac01,5,Dare I Say I LOVE It,"I second Lucius.
The app works likes a charm!",,,,,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2138452627,https://appfollow.io/app/50238/review/98348221?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348221
29/1/2018,381840917,,us,en,4.38,Dimondc,5,Love it!,"Living in NYC, it’s so hard for me to find places to eat. You never know what is good and what isn’t. I’ve ordered from here many times now and have not had an issue. Delivery has been reasonable for the most part. A few times they were late, but that’s to be expected, it’s NYC.",,,8/4/2018 02:22,Hi Dimondc! We're thrilled that you have had a great experience using our services! You can also check out the ratings and reviews on the restaurant when looking for a restaurant to order from. Thank you for your feedback!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2142919435,https://appfollow.io/app/50238/review/98348222?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348222
30/1/2018,381840917,,us,en,4.38,ginathebean,4,almost perfect,"useful app to discover new restaurants in your neighbors and order food delivery with little to no effort. the only flaw is that it doesn’t pick up every restaurant in your area that delivers. i’ve done a google search for a local spot that comes to me, seen a seamless link for said restaurant, yet not had it come up for me in the app. not sure what that’s about, but it’s a downside. other than that, i have no complaints!",,,8/4/2018 02:26,"Hey, ginathebean! We're glad to hear that your experience overall has been positive! We would love to look into the restaurant that is not appearing on the listing in your area. If you could please call our Customer Care at 877-585-1085 and provide us more information about the restaurant. We appreciate your feedback and look forward to hearing from you!",,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2143124369,https://appfollow.io/app/50238/review/98348223?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348223
30/1/2018,381840917,,us,en,4.39,L20NGBEACH,5,Seamless lives up to its name.,Great choice of restaurants even ones I didn’t know that were near me. A must download. Everyone please support this app. # awesome food.,,,27/3/2018 22:48,Hey  L20NGBEACH! Thank you for your feedback!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2146909454,https://appfollow.io/app/50238/review/98348224?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348224
1/2/2018,381840917,,us,en,4.39,'@'sotropical,4,Great for food delivery anywhere !!,Love ittt!!!,,,27/3/2018 22:50,Hi sotropical! Glad you love the app!,,,,,,,,,,https://appstoreconnect.apple.com/WebObjects/iTunesConnect.woa/ra/ng/app/381840917/ios/ratingsResponses?reviewId=2151390161,https://appfollow.io/app/50238/review/98348225?s=global2,https://watch.appfollow.io/apps/my-first-workspace/reviews/485149?review_id=98348225
